"year","month","state","latitude","longitude","firespots"
"1999","11","RORAIMA","2.0427900000000000","-60.0201312500000000","16"
"1999","11","TOCANTINS","-6.0242240000000000","-48.2243600000000000","5"
"1999","12","AMAPA","0.74345676470588235294","-51.1908764705882353","68"
"1999","12","AMAZONAS","-2.8065300000000000","-61.3717000000000000","2"
"1999","12","MARANHAO","-2.6127164221218962","-45.6928539503386005","886"
"1999","12","MATO GROSSO","-13.6755904761904762","-58.2891428571428571","21"
"1999","12","PARA","-2.7354952375152253","-49.7084516443361754","821"
"1999","12","RORAIMA","1.9634184615384615","-60.1427769230769231","39"
"2000","1","AMAPA","-0.97350000000000000000","-52.3060666666666667","6"
"2000","1","AMAZONAS","-4.9563128571428571","-63.9556571428571429","7"
"2000","1","MARANHAO","-3.5771594117647059","-46.4010882352941176","17"
"2000","1","MATO GROSSO","-13.4545000000000000","-56.9384923076923077","13"
"2000","1","PARA","-2.5621203225806452","-48.8576870967741935","31"
"2000","1","RORAIMA","3.5965890000000000","-60.2255850000000000","20"
"2000","2","AMAZONAS","-3.0155982258064516","-62.3967016129032258","62"
"2000","2","MARANHAO","-3.0099100000000000","-45.8572333333333333","3"
"2000","2","MATO GROSSO","-12.5542440000000000","-55.2265160000000000","25"
"2000","2","PARA","-3.4569259375000000","-52.7877031250000000","32"
"2000","2","RONDONIA","-12.2185500000000000","-61.6976666666666667","6"
"2000","2","RORAIMA","2.7604976271186441","-60.6756542372881356","59"
"2000","3","ACRE","-9.4455618181818182","-71.2400363636363636","11"
"2000","3","AMAZONAS","-3.1149220289855072","-62.9110318840579710","69"
"2000","3","MATO GROSSO","-12.1207153846153846","-54.5986769230769231","13"
"2000","3","PARA","-3.6916949723756906","-51.4043640883977901","181"
"2000","3","RONDONIA","-11.2458777777777778","-63.8232111111111111","9"
"2000","3","RORAIMA","2.6691380952380952","-60.6824013605442177","147"
"2000","4","ACRE","-8.4630600000000000","-70.3250000000000000","1"
"2000","4","AMAZONAS","-2.5300950000000000","-62.5466666666666667","18"
"2000","4","MARANHAO","-2.9965300000000000","-45.7183500000000000","2"
"2000","4","MATO GROSSO","-12.5057051515151515","-55.2015515151515152","33"
"2000","4","PARA","-4.6037317500000000","-51.9061750000000000","40"
"2000","5","ACRE","-8.1716700000000000","-70.9566700000000000","1"
"2000","5","AMAZONAS","-6.1656539215686275","-63.0004245098039216","51"
"2000","5","MATO GROSSO","-12.0354532374866880","-55.5411585942492013","939"
"2000","5","PARA","-4.7843058333333333","-53.1556950000000000","12"
"2000","5","RONDONIA","-12.0997841176470588","-60.7826470588235294","17"
"2000","5","RORAIMA","3.1721442857142857","-60.9871414285714286","7"
"2000","5","TOCANTINS","-6.7991650000000000","-48.4383325000000000","4"
"2000","6","ACRE","-10.1150000000000000","-67.6731000000000000","1"
"2000","6","AMAZONAS","-2.8040766666666667","-66.7407666666666667","6"
"2000","6","MARANHAO","-4.7299222580645161","-47.1184483870967742","31"
"2000","6","MATO GROSSO","-11.8603590673727567","-55.4878395410414828","3399"
"2000","6","PARA","-7.7597077419354839","-50.6073177419354839","62"
"2000","6","RONDONIA","-11.3753353571428571","-61.4537892857142857","56"
"2000","6","TOCANTINS","-8.4378554545454545","-48.6961636363636364","11"
"2000","7","ACRE","-9.6666700000000000","-68.2150000000000000","1"
"2000","7","AMAZONAS","-7.5536482500000000","-62.8330575000000000","40"
"2000","7","MARANHAO","-4.5562154000000000","-47.0232260000000000","50"
"2000","7","MATO GROSSO","-11.6110027777777778","-55.8069458605664488","918"
"2000","7","PARA","-7.2160283981693364","-52.4505240274599542","437"
"2000","7","RONDONIA","-10.6566577862595420","-62.7058763358778626","131"
"2000","7","TOCANTINS","-7.2365692000000000","-48.4039720000000000","25"
"2000","8","ACRE","-10.0358956115107914","-67.8520690647482014","139"
"2000","8","AMAPA","0.65213000000000000000","-51.1889000000000000","3"
"2000","8","AMAZONAS","-6.5430444324324324","-62.2456178378378378","185"
"2000","8","MARANHAO","-4.5936932167832168","-46.7355097902097902","143"
"2000","8","MATO GROSSO","-10.9392318844481259","-55.6974823773037896","4829"
"2000","8","PARA","-7.3485222189905902","-51.1536217964071856","5845"
"2000","8","RONDONIA","-11.3005911912087912","-62.3531535824175824","2275"
"2000","8","RORAIMA","2.8423177777777778","-61.0784444444444444","9"
"2000","8","TOCANTINS","-7.6347568592057762","-48.6794137184115523","277"
"2000","9","ACRE","-9.7368498194945848","-68.1632137184115523","277"
"2000","9","AMAPA","0.38497157894736842105","-51.2631578947368421","19"
"2000","9","AMAZONAS","-8.0525416176470588","-66.5643529411764706","204"
"2000","9","MARANHAO","-4.1560130916030534","-46.4832755725190840","262"
"2000","9","MATO GROSSO","-11.4047844176034442","-55.5284340588375987","4181"
"2000","9","PARA","-6.2824006908016254","-50.2869426671592168","2707"
"2000","9","RONDONIA","-11.0471300116959064","-62.5464579610136452","2565"
"2000","9","RORAIMA","2.9613691666666667","-60.6378750000000000","12"
"2000","9","TOCANTINS","-7.5449504576659039","-48.7344620137299771","437"
"2000","10","ACRE","-10.0363466666666667","-68.8005952380952381","21"
"2000","10","AMAPA","0.79938760869565217391","-51.2830369565217391","46"
"2000","10","AMAZONAS","-5.6173243243243243","-62.4874310810810811","148"
"2000","10","MARANHAO","-4.4628911190689346","-46.5738778871978514","1117"
"2000","10","MATO GROSSO","-12.3774833825597750","-56.2938226441631505","4266"
"2000","10","PARA","-4.0114011955801105","-50.1447133480662983","4525"
"2000","10","RONDONIA","-10.9010736849925706","-62.6754179791976226","673"
"2000","10","RORAIMA","3.2483464000000000","-60.6930200000000000","25"
"2000","10","TOCANTINS","-6.4756860493827160","-48.5365518518518519","81"
"2000","11","ACRE","-9.8276000000000000","-68.6924000000000000","5"
"2000","11","AMAPA","1.2178977004219409","-51.1975434599156118","474"
"2000","11","AMAZONAS","-3.8276152293577982","-60.9294211009174312","109"
"2000","11","MARANHAO","-3.5106062023101155","-46.0323436121806090","2857"
"2000","11","MATO GROSSO","-13.3298878924418605","-56.5694943313953488","688"
"2000","11","PARA","-3.1159648866390988","-49.9312115642378440","7013"
"2000","11","RONDONIA","-11.4261239130434783","-63.1034956521739130","92"
"2000","11","RORAIMA","2.8537290598290598","-60.2163974358974359","117"
"2000","11","TOCANTINS","-6.1523878260869565","-48.4697347826086957","23"
"2000","12","AMAPA","0.45701697247706422018","-51.1656055045871560","109"
"2000","12","AMAZONAS","-2.6944596855345912","-58.8704289308176101","159"
"2000","12","MARANHAO","-2.8818357741935484","-45.8509104147465438","2170"
"2000","12","MATO GROSSO","-12.7450376126126126","-55.9118799549549550","444"
"2000","12","PARA","-2.6120134382625671","-49.5925244997559785","4098"
"2000","12","RONDONIA","-11.0946548387096774","-62.9876225806451613","62"
"2000","12","RORAIMA","2.5545033031674208","-60.2917321266968326","221"
"2000","12","TOCANTINS","-6.5258350000000000","-48.3315500000000000","4"
"2001","1","AMAZONAS","-4.1047783333333333","-62.8815566666666667","6"
"2001","1","MARANHAO","-3.7972216666666667","-45.9174916666666667","12"
"2001","1","MATO GROSSO","-12.9266593220338983","-54.9857751412429379","177"
"2001","1","PARA","-3.6179655172413793","-50.2749184482758621","58"
"2001","1","RONDONIA","-9.4150000000000000","-61.9830000000000000","1"
"2001","1","RORAIMA","3.3075514078674948","-60.7175296687370600","483"
"2001","1","TOCANTINS","-7.2070000000000000","-48.7085000000000000","2"
"2001","2","AMAZONAS","-3.0417272727272727","-63.3711727272727273","11"
"2001","2","MARANHAO","-3.0810000000000000","-45.5730000000000000","1"
"2001","2","MATO GROSSO","-12.6209385869565217","-54.9777334239130435","368"
"2001","2","PARA","-5.4480421875000000","-51.5202781250000000","32"
"2001","2","RONDONIA","-11.3928383333333333","-63.4527166666666667","6"
"2001","2","RORAIMA","2.3856723745583039","-60.7682066431095406","1415"
"2001","3","AMAPA","2.3830000000000000","-51.3220000000000000","1"
"2001","3","AMAZONAS","-2.8779042857142857","-62.7730952380952381","21"
"2001","3","MATO GROSSO","-12.8234937142857143","-54.8742302857142857","175"
"2001","3","PARA","-5.0722000000000000","-52.6712000000000000","5"
"2001","3","RONDONIA","-12.9340000000000000","-62.1540000000000000","2"
"2001","3","RORAIMA","2.6540613823659725","-61.0233758085954807","2257"
"2001","4","ACRE","-10.9280000000000000","-68.9280000000000000","1"
"2001","4","AMAZONAS","-2.2866666666666667","-64.1291000000000000","3"
"2001","4","MARANHAO","-2.4581650000000000","-45.3566500000000000","2"
"2001","4","MATO GROSSO","-12.4425815699658703","-55.1358124004550626","879"
"2001","4","PARA","-4.5346666666666667","-51.0170000000000000","3"
"2001","4","RONDONIA","-13.1155000000000000","-60.4365000000000000","2"
"2001","4","RORAIMA","2.8143180513918630","-61.0488601713062099","934"
"2001","4","TOCANTINS","-7.5195000000000000","-48.4495000000000000","2"
"2001","5","AMAPA","0.58050000000000000000","-51.1660000000000000","2"
"2001","5","AMAZONAS","-8.9200000000000000","-67.0910000000000000","1"
"2001","5","MARANHAO","-2.6351650000000000","-45.8481500000000000","2"
"2001","5","MATO GROSSO","-12.2323607009558489","-55.1590217569412836","2197"
"2001","5","PARA","-5.1530157142857143","-49.8677476190476190","21"
"2001","5","RONDONIA","-12.1107577777777778","-60.6518722222222222","18"
"2001","5","RORAIMA","3.5449333333333333","-61.2044100000000000","30"
"2001","5","TOCANTINS","-7.8933350000000000","-48.7666500000000000","2"
"2001","6","ACRE","-7.5783300000000000","-72.9500000000000000","1"
"2001","6","AMAZONAS","-7.5007614285714286","-63.5806714285714286","7"
"2001","6","MARANHAO","-4.7349980000000000","-47.2309400000000000","5"
"2001","6","MATO GROSSO","-11.9932889516678012","-55.6496270932607216","5876"
"2001","6","PARA","-6.5678790277777778","-50.3364944444444444","72"
"2001","6","RONDONIA","-11.1180621428571429","-62.0974476190476190","42"
"2001","6","RORAIMA","2.5448350000000000","-60.1980000000000000","2"
"2001","6","TOCANTINS","-7.5139100000000000","-48.5650363636363636","11"
"2001","7","ACRE","-9.6767875000000000","-68.4969125000000000","8"
"2001","7","AMAPA","1.5054175000000000","-50.9345000000000000","4"
"2001","7","AMAZONAS","-7.2976235483870968","-62.2816000000000000","31"
"2001","7","MARANHAO","-4.5697100000000000","-47.0930028776978417","139"
"2001","7","MATO GROSSO","-11.7859107053941909","-55.7313945228215768","2410"
"2001","7","PARA","-6.5486448275862069","-51.7876293103448276","1160"
"2001","7","RONDONIA","-11.4777430612244898","-62.1605408163265306","147"
"2001","7","RORAIMA","3.2062000000000000","-60.6110600000000000","5"
"2001","7","TOCANTINS","-7.7697954545454545","-48.5128159090909091","44"
"2001","8","ACRE","-9.9014391762013730","-68.1126711670480549","874"
"2001","8","AMAPA","0.88307692307692307692","-51.0081230769230769","26"
"2001","8","AMAZONAS","-7.0906237533753375","-62.7943377137713771","1111"
"2001","8","MARANHAO","-4.4798833890577508","-46.8305346504559271","658"
"2001","8","MATO GROSSO","-11.2308665957646177","-56.5505825993253373","10672"
"2001","8","PARA","-6.9640219586791248","-51.2727769137020486","17231"
"2001","8","RONDONIA","-10.7778488719270420","-63.0088412430610626","5044"
"2001","8","RORAIMA","3.2495625000000000","-60.3924562500000000","16"
"2001","8","TOCANTINS","-6.7365273230088496","-48.4518278761061947","452"
"2001","9","ACRE","-9.9179618741808650","-68.0778183486238532","763"
"2001","9","AMAPA","1.2458513471502591","-50.8942150259067358","193"
"2001","9","AMAZONAS","-7.2554541165755920","-64.2152143897996357","549"
"2001","9","MARANHAO","-4.2754641316872428","-46.3747303703703704","1215"
"2001","9","MATO GROSSO","-11.6134162518728807","-55.8848781223878243","12681"
"2001","9","PARA","-5.9633028877005348","-50.2150948504654387","10098"
"2001","9","RONDONIA","-11.3815687791125276","-62.8274344202010297","4079"
"2001","9","RORAIMA","3.6301111111111111","-60.5444611111111111","18"
"2001","9","TOCANTINS","-7.1864174875207987","-48.5681735440931780","1202"
"2001","10","ACRE","-9.9366197376093294","-68.0314119533527697","343"
"2001","10","AMAPA","1.3908535307017544","-51.0252453947368421","456"
"2001","10","AMAZONAS","-4.5133174039460021","-60.6295754932502596","963"
"2001","10","MARANHAO","-4.1223903215077605","-46.2052597560975610","4510"
"2001","10","MATO GROSSO","-12.5381639580114514","-56.4374122784695083","11003"
"2001","10","PARA","-3.6897631573694133","-50.4612930797382722","9017"
"2001","10","RONDONIA","-10.9409664597478177","-62.9615983996120272","2062"
"2001","10","RORAIMA","3.0869958750000000","-60.4115837500000000","80"
"2001","10","TOCANTINS","-6.5258569736842105","-48.4990864035087719","228"
"2001","11","ACRE","-9.2913333333333333","-69.5486666666666667","3"
"2001","11","AMAPA","1.3002105601317957","-50.9524340197693575","1214"
"2001","11","AMAZONAS","-2.8910698426966292","-60.1533074157303371","445"
"2001","11","MARANHAO","-3.5935312560128274","-46.0725182522715126","3742"
"2001","11","MATO GROSSO","-13.1883902303030303","-56.6788560000000000","825"
"2001","11","PARA","-2.9377653035011394","-50.5634110938471100","9654"
"2001","11","RONDONIA","-10.9153164976958525","-63.0560399539170507","217"
"2001","11","RORAIMA","2.6962794285714286","-60.3172000000000000","210"
"2001","11","TOCANTINS","-6.3590606818181818","-48.4896613636363636","44"
"2001","12","ACRE","-10.5810000000000000","-67.6855000000000000","2"
"2001","12","AMAPA","1.2526023368841545","-50.6970979360852197","1502"
"2001","12","AMAZONAS","-3.0582693589743590","-57.9479051282051282","78"
"2001","12","MARANHAO","-2.9203913274890420","-45.9853598622417032","1597"
"2001","12","MATO GROSSO","-12.6785973267326733","-54.7973811881188119","101"
"2001","12","PARA","-2.1576946866333888","-50.4621490109077463","5409"
"2001","12","RONDONIA","-10.6952775000000000","-64.1568583333333333","12"
"2001","12","RORAIMA","2.5010375675675676","-60.3484657657657658","222"
"2001","12","TOCANTINS","-5.9297894736842105","-48.3624947368421053","19"
"2002","1","AMAPA","0.77957071428571428571","-50.8484785714285714","14"
"2002","1","AMAZONAS","-3.0449459459459459","-63.3808918918918919","37"
"2002","1","MARANHAO","-3.5522817948717949","-46.6794435897435897","39"
"2002","1","MATO GROSSO","-12.9535914691943128","-55.7297575829383886","422"
"2002","1","PARA","-2.6393385283018868","-51.0268845283018868","265"
"2002","1","RONDONIA","-11.4826543333333333","-62.9291433333333333","30"
"2002","1","RORAIMA","2.8804211179173047","-60.4430820826952527","653"
"2002","1","TOCANTINS","-6.5521100000000000","-48.6442333333333333","3"
"2002","2","ACRE","-8.1265000000000000","-71.7573500000000000","2"
"2002","2","AMAPA","-0.18500000000000000000","-51.5242000000000000","2"
"2002","2","AMAZONAS","-4.6710471428571429","-68.1331000000000000","7"
"2002","2","MARANHAO","-4.0995143750000000","-46.8090604166666667","48"
"2002","2","MATO GROSSO","-12.3961023152709360","-54.1241300492610837","203"
"2002","2","PARA","-3.8646484946236559","-49.3294494623655914","186"
"2002","2","RONDONIA","-9.6960333333333333","-63.8166000000000000","9"
"2002","2","RORAIMA","2.2430415519125683","-60.5419795628415301","915"
"2002","2","TOCANTINS","-6.8916700000000000","-48.9967000000000000","1"
"2002","3","ACRE","-10.5242500000000000","-68.7152500000000000","4"
"2002","3","AMAZONAS","-2.4576250000000000","-61.7666625000000000","8"
"2002","3","MARANHAO","-3.8637766666666667","-46.1457666666666667","3"
"2002","3","MATO GROSSO","-12.8889609493670886","-55.3841139240506329","316"
"2002","3","PARA","-4.9650594117647059","-50.5597058823529412","17"
"2002","3","RONDONIA","-12.0385666666666667","-61.8733333333333333","3"
"2002","3","RORAIMA","2.5492665451230629","-60.8692408386508660","1097"
"2002","3","TOCANTINS","-6.7792233333333333","-48.5860000000000000","3"
"2002","4","AMAZONAS","-3.0583300000000000","-63.6583300000000000","2"
"2002","4","MARANHAO","-3.4404757142857143","-45.2873814285714286","7"
"2002","4","MATO GROSSO","-12.4991642624113475","-55.2389626808510638","1410"
"2002","4","PARA","-7.8241770588235294","-49.8897058823529412","17"
"2002","4","RONDONIA","-10.5076300000000000","-63.6106288888888889","9"
"2002","4","RORAIMA","2.9208354117647059","-60.8552668235294118","85"
"2002","5","AMAPA","1.9054000000000000","-51.5495320000000000","5"
"2002","5","AMAZONAS","-6.0869244444444444","-64.2533700000000000","9"
"2002","5","MARANHAO","-3.8566391666666667","-46.4999733333333333","12"
"2002","5","MATO GROSSO","-12.1811380964339528","-55.3648458412857860","3982"
"2002","5","PARA","-5.2459710869565217","-50.0346954347826087","46"
"2002","5","RONDONIA","-12.4994151219512195","-60.1744068292682927","41"
"2002","5","RORAIMA","3.4075714285714286","-60.8804285714285714","7"
"2002","5","TOCANTINS","-7.4142925000000000","-48.5570412500000000","8"
"2002","6","AMAPA","0.71600000000000000000","-51.3090000000000000","1"
"2002","6","AMAZONAS","-7.6061250000000000","-63.1099793750000000","16"
"2002","6","MARANHAO","-4.5596477777777778","-47.3307369444444444","36"
"2002","6","MATO GROSSO","-11.9441759409005629","-55.4793091679174484","10660"
"2002","6","PARA","-7.1187894584837545","-50.9783081949458484","277"
"2002","6","RONDONIA","-10.9025863218390805","-62.1728109195402299","261"
"2002","6","RORAIMA","4.2325000000000000","-60.5680000000000000","2"
"2002","6","TOCANTINS","-7.8132775000000000","-48.5058308333333333","12"
"2002","7","ACRE","-9.4545180722891566","-69.1872691566265060","83"
"2002","7","AMAPA","0.77158250000000000000","-51.4464175000000000","4"
"2002","7","AMAZONAS","-6.3658275253549696","-62.7702036105476673","493"
"2002","7","MARANHAO","-3.8340803557312253","-46.3510393675889328","253"
"2002","7","MATO GROSSO","-11.2519395464709993","-55.9469105394828791","14310"
"2002","7","PARA","-5.9894569729136164","-51.8597776939970717","2732"
"2002","7","RONDONIA","-10.6068000367917586","-62.7933218984547461","1359"
"2002","7","RORAIMA","3.4398461538461538","-60.7716153846153846","13"
"2002","7","TOCANTINS","-7.4606907142857143","-48.5448566666666667","42"
"2002","8","ACRE","-9.4001329849884527","-69.2178146882217090","1732"
"2002","8","AMAPA","1.3328223333333333","-51.2129000000000000","30"
"2002","8","AMAZONAS","-6.7984583700270375","-63.5060640285824643","2589"
"2002","8","MARANHAO","-3.8141687888531618","-46.2092972561629153","933"
"2002","8","MATO GROSSO","-10.7422643529285676","-55.3363813099512352","37322"
"2002","8","PARA","-7.3969380481502602","-51.7391615940195310","56116"
"2002","8","RONDONIA","-10.6119465168539326","-62.7888737398206370","9701"
"2002","8","RORAIMA","2.9462102631578947","-60.6469473684210526","38"
"2002","8","TOCANTINS","-7.1884175073313783","-48.5682386363636364","682"
"2002","9","ACRE","-9.7204859213799967","-68.8618543506385802","6029"
"2002","9","AMAPA","1.1581672575250836","-51.0015006688963211","299"
"2002","9","AMAZONAS","-6.6542499582376279","-63.9487858154103153","4789"
"2002","9","MARANHAO","-3.8338694534300056","-46.3886499330730619","1793"
"2002","9","MATO GROSSO","-11.7192841786370577","-55.8040078528353651","38637"
"2002","9","PARA","-5.9491092589021925","-50.4909379888042295","32155"
"2002","9","RONDONIA","-11.0005769794781191","-62.7174838118374558","29432"
"2002","9","RORAIMA","3.4416738095238095","-60.6181093650793651","189"
"2002","9","TOCANTINS","-7.4461100983606557","-48.6557977564402810","2135"
"2002","10","ACRE","-9.8295002075876879","-68.6246032569792412","1397"
"2002","10","AMAPA","1.5507984397736459","-51.1796561924009701","1237"
"2002","10","AMAZONAS","-4.8589267378145906","-61.3184774546033769","3139"
"2002","10","MARANHAO","-4.2064643503174849","-46.3139331578132260","6457"
"2002","10","MATO GROSSO","-12.3722044617545652","-56.6589867500957732","23493"
"2002","10","PARA","-4.0934901789207695","-50.5547691518584936","24536"
"2002","10","RONDONIA","-11.0411791959316830","-62.7940537910189983","10422"
"2002","10","RORAIMA","3.4616968292682927","-60.5508462020905923","574"
"2002","10","TOCANTINS","-6.5050216091954023","-48.4403060632183908","696"
"2002","11","ACRE","-9.9977308241758242","-68.6188369780219780","182"
"2002","11","AMAPA","0.91407102756892230576","-51.0838349498746867","3192"
"2002","11","AMAZONAS","-3.5650325031055901","-59.7699649937888199","1610"
"2002","11","MARANHAO","-3.5473896157275321","-45.9156077335948645","11216"
"2002","11","MATO GROSSO","-12.6405617373772791","-56.1462752559607293","5704"
"2002","11","PARA","-2.8566638358370977","-50.7353185978919354","28557"
"2002","11","RONDONIA","-11.1596809598853868","-62.7903643911174785","1396"
"2002","11","RORAIMA","3.1410827000000000","-60.4479374200000000","500"
"2002","11","TOCANTINS","-6.5638543750000000","-48.4925625000000000","32"
"2002","12","ACRE","-9.4976666666666667","-69.8820000000000000","3"
"2002","12","AMAPA","0.62790353731343283582","-51.0536626716417910","670"
"2002","12","AMAZONAS","-2.8887865000000000","-60.0761302187500000","320"
"2002","12","MARANHAO","-3.0488943718404793","-45.8765198558322412","5341"
"2002","12","MATO GROSSO","-12.3801465978128797","-55.4098817618469016","1646"
"2002","12","PARA","-2.6859852194891202","-50.0501973386944182","10570"
"2002","12","RONDONIA","-11.6826214285714286","-62.5928070714285714","140"
"2002","12","RORAIMA","2.2607237228260870","-60.3653931657608696","736"
"2002","12","TOCANTINS","-6.7285242857142857","-48.5995235714285714","14"
"2003","1","ACRE","-8.1202886666666667","-71.8398000000000000","15"
"2003","1","AMAPA","-0.13538603174603174603","-51.7339312698412698","63"
"2003","1","AMAZONAS","-2.1738316895874263","-63.4243124165029470","509"
"2003","1","MARANHAO","-3.3310730727470141","-46.1569276112920738","921"
"2003","1","MATO GROSSO","-12.4887859720837488","-55.4387390827517448","1003"
"2003","1","PARA","-2.7749418597456171","-50.3840499449982812","2909"
"2003","1","RONDONIA","-11.0962000000000000","-63.2014258888888889","90"
"2003","1","RORAIMA","2.0934958999037536","-60.6103848556304139","2078"
"2003","1","TOCANTINS","-6.9356185714285714","-48.4782371428571429","7"
"2003","2","AMAZONAS","-0.68301386554621848739","-63.8572904761904762","357"
"2003","2","MARANHAO","-4.2373325000000000","-46.7722500000000000","4"
"2003","2","MATO GROSSO","-12.4576552421652422","-55.2578855982905983","702"
"2003","2","PARA","-3.2797032876712329","-52.4852283561643836","73"
"2003","2","RONDONIA","-11.7045395238095238","-63.0459680952380952","21"
"2003","2","RORAIMA","2.1268416124751161","-60.9472336407874364","4521"
"2003","3","ACRE","-8.2916700000000000","-72.0750000000000000","2"
"2003","3","AMAPA","1.2651428571428571","-51.6382857142857143","7"
